"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,"MX1,425,MX1,393,MX1,773,MX1,282"
"Free parking,Free High Speed Internet (WiFi),Pool,Free breakfast,Hiking,Babysitting,Books, DVDs, music for children,Pets Allowed ( Dog / Pet Friendly ),Parking garage,Wifi,Pool / beach towels,Outdoor pool,Coffee shop,Restaurant,Breakfast in the room,Special diet menus,Children's television networks,Children Activities (Kid / Family Friendly),Airport transportation,BBQ facilities,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Outdoor furniture,Shared lounge / TV area,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,Private check-in / check-out,Dry cleaning,Ironing service,Air conditioning,Housekeeping,Bottled water,Iron,Non-smoking rooms,Suites,Family rooms",,Iguanazu Bed & Breakfast,
"Free parking,Free High Speed Internet (WiFi),Free breakfast,Bicycle rental,Board games / puzzles,Children Activities (Kid / Family Friendly),Kids' outdoor play equipment,Airport transportation,Parking garage,Wifi,Bar / lounge,Coffee shop,Concierge,Gift shop,Non-smoking hotel,Outdoor furniture,Picnic area,Shared kitchen,Shared lounge / TV area,Private check-in / check-out,Laundry service,Air conditioning,Safe,Clothes rack,Wake-up service / alarm clock,Flatscreen TV,Bath / shower,Complimentary toiletries,Non-smoking rooms,Suites,Family rooms",,Hotel Boutique El Escalon,"MX1,187,MX847,MX1,187,MX1,187"
"Paid private parking on-site,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Business Center with Internet Access,Conference facilities,Baggage storage,Newspaper,Parking garage,Wifi,Coffee shop,Restaurant,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Banquet room,Meeting rooms,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Soundproof rooms,Air conditioning,Desk,Housekeeping,Room service,Minibar,Flatscreen TV,Bath / shower,Safe,Telephone,Bottled water,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites",,Galeria Man-Ging,
"Parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children Activities (Kid / Family Friendly),Free shuttle or taxi services,Wifi,Rooftop pool,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Airport transportation,Banquet room,Meeting rooms,Baggage storage,Concierge,Convenience store,Newspaper,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",,Courtyard by Marriott Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Business Center with Internet Access,Conference facilities,Massage,Baggage storage,Parking garage,Wifi,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Banquet room,Meeting rooms,Salon,Concierge,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",,Continental Hotel,
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Airport transportation,Business Center with Internet Access,Parking,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Wine / champagne,Highchairs available,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bath / shower,Room service,Safe,Seating area,Separate dining area,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",,Wyndham Garden Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Free airport transportation,Valet parking,Wifi,Hot tub,Pool / beach towels,Pool with view,Adult pool,Outdoor pool,Heated pool,Shallow end in pool,Fitness / spa locker rooms,Sauna,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Happy hour,Kids' meals,Outdoor dining area,Special diet menus,Wine / champagne,Swimup bar,Poolside bar,Kids pool,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Car hire,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Photo copier / fax In business center,Couples massage,Facial treatments,Foot massage,Full body massage,Hammam,Hand massage,Head massage,Makeup services,Manicure,Massage,Massage chair,Neck massage,Pedicure,Salon,Steam room,Waxing services,Baggage storage,Concierge,Executive lounge access,Gift shop,Newspaper,Non-smoking hotel,Picnic area,Shops,Sun deck,Sun loungers / beach chairs,Sun umbrellas,ATM on site,Doorperson,Infirmary,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine,Blackout curtains,Air conditioning,Desk,Housekeeping,Interconnected rooms available,Coffee / tea maker,Cable / satellite TV,Walk-in shower,Room service,Safe,Separate living room,Telephone,VIP room facilities,Wardrobe / closet,Bottled water,Clothes rack,Iron,Wake-up service / alarm clock,Minibar,Refrigerator,Flatscreen TV,Whirlpool bathtub,Complimentary toiletries,Hair dryer,City view,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms,Smoking rooms available",,Hilton Colon Guayaquil,"MX1,766,MX1,796,MX2,961,MX1,723"
"Free parking,Free High Speed Internet (WiFi),Hot tub,Free breakfast,Bicycle rental,Bicycles available,Babysitting,Children Activities (Kid / Family Friendly),Wifi,Bar / lounge,Restaurant,Special diet menus,Hiking,Horseback riding,Bicycle tours,Evening entertainment,Airport transportation,Shuttle bus service,Business Center with Internet Access,Meeting rooms,Spa,Concierge,Non-smoking hotel,Outdoor furniture,Private check-in / check-out,Laundry service,Air conditioning,Housekeeping,Room service,Minibar,Non-smoking rooms,Suites,Family rooms",,Hacienda La Danesa,
"Free High Speed Internet (WiFi),Wifi,Free breakfast,Non-smoking hotel,Non-smoking rooms,Family rooms",,Cino Fabiani Guesthouse,
"Free private parking nearby,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Free breakfast,Game room,Billiards,Kids stay free,Valet parking,Wifi,Outdoor pool,Fitness / spa locker rooms,Sauna,Bar / lounge,Restaurant,Breakfast available,Complimentary welcome drink,Kids' meals,Wine / champagne,Patio,Table tennis,Video game console,Children Activities (Kid / Family Friendly),Kids pool,Highchairs available,Free airport transportation,Shuttle bus service,Taxi service,Business Center with Internet Access,Conference facilities,Banquet room,Meeting rooms,Solarium,Rooftop terrace,24-hour security,Baggage storage,Concierge,Non-smoking hotel,Sun deck,Sun terrace,Doorperson,First aid kit,24-hour front desk,Express check-in / check-out,Private check-in / check-out,Blackout curtains,Soundproof rooms,Air conditioning,Desk,Housekeeping,Refrigerator,Cable / satellite TV,Bath / shower,Interconnected rooms available,Room service,Safe,Separate living room,Sofa,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Private bathrooms,Wake-up service / alarm clock,Flatscreen TV,Radio,Hair dryer,City view,Pool view,Bridal suite,Non-smoking rooms,Suites,Family rooms",,Grand Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free shuttle or taxi services,Business Center with Internet Access,Conference facilities,Secured parking,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Snack bar,Airport transportation,Banquet room,Meeting rooms,Spa,Massage,Newspaper,Non-smoking hotel,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","If you’re looking for a family-friendly hotel in Guayaquil, look no further than Sheraton Guayaquil Hotel.,For those interested in checking out popular landmarks while visiting Guayaquil, Sheraton Guayaquil is located a short distance from El Castillo Chocolate Farm (1.9 mi) and El Faro de Guayaquil (2.0 mi).,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and newspaper while staying at Guayaquil Four Points. In addition, Guayaquil Sheraton offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,While in Guayaquil be sure to experience nearby diners such as Ville Crepes, Rock Sport Café, or Pollos De Boncho.,Guayaquil is also home to Museo en Miniatura Guayaquil en la Historia, a popular military museum that is not too far from Four Points Guayaquil.,The staff at Sheraton Guayaquil Hotel looks forward to serving you during your upcoming visit.",Sheraton Guayaquil Hotel,"MX1,425,MX1,435,MX1,435,MX1,346"
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Airport transportation,Business Center with Internet Access,Conference facilities,Massage,Wifi,Fitness / spa locker rooms,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Snack bar,Special diet menus,Shuttle bus service,Banquet room,Meeting rooms,Salon,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,VIP room facilities,Flatscreen TV,Landmark view,Bridal suite,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Unipark by Oro Verde Hotels their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Close to some of Guayaquil's most popular landmarks, such as Iglesia San Francisco (0.2 mi) and Captain Morgan's Pirate Ship (0.2 mi), Unipark by Oro Verde Hotels is a great destination for tourists.,Unipark by Oro Verde Hotels is a family-friendly hotel offering a flat screen TV and air conditioning in the rooms, and it is easy to stay connected during your stay as free wifi is offered to guests.,The hotel features a 24 hour front desk, a concierge, and room service. Plus, guests can enjoy a fitness center and a lounge, which have made this a popular choice among travelers visiting Guayaquil. For guests with a vehicle, free parking is available.,While in Guayaquil be sure to experience local shrimp favorites at La Canoa, Caracol Azul, or Picanteria La Culata.,Guayaquil is also known for some great gardens, including Botanical Garden of Guayaquil, Parque Seminario, and Jardines del Malecón Simón Bolíva, which are not too far from Unipark by Oro Verde Hotels.,At Unipark by Oro Verde Hotels, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Unipark Hotel,"MX1,247,MX1,445,MX1,445,MX1,178"
"Parking garage,Free internet,Bar / lounge,Books, DVDs, music for children,Airport transportation,Baggage storage,Non-smoking hotel,24-hour front desk,Wifi,Breakfast available,Snack bar,Shared lounge / TV area,Laundry service,Air conditioning,Housekeeping,Safe,Non-smoking rooms,Family rooms",,Villa64,"MX658,MX677,MX650"
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Wifi,Outdoor pool,Coffee shop,Restaurant,Breakfast available,Breakfast buffet,Complimentary welcome drink,Happy hour,Kid-friendly buffet,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Massage,Baggage storage,Concierge,Non-smoking hotel,Butler service,24-hour front desk,Dry cleaning,Laundry service,Air conditioning,Room service,Safe,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",,Oro Verde Guayaquil,
